household_id,region,heating_type,ownership,has_pet,stress_equal,stress_unequal,home_satisfaction_equal,home_satisfaction_unequal,indoor_temp,energy_kwh,sleep_hours,stress_for_corr,severe_allergy
201,suburban,electric,owner,no,35.910411236963554,,79.53764195087103,,22.11549057793283,166.34995119126674,5.967717372945753,55.82726018390716,0
202,urban,,owner,,40.61048109954565,56.45882542658921,66.28087693167899,,21.030353669635527,164.47855967335266,,56.616186611325695,0
203,suburban,gas,owner,,53.18682071131228,43.438580329861075,76.83289050646344,94.11019243396979,21.106951550076857,157.07486260314644,,46.91218565638008,0
204,urban,gas,owner,yes,,41.35735258369793,66.22405444808011,96.73836210994581,21.501879867394436,159.47895540879964,6.635193974882142,56.475814146878776,0
205,rural,,owner,yes,53.872124450198015,43.44244634950782,67.97771895274686,,21.557823348095972,172.0409661008804,,52.098448862380764,0
206,urban,gas,renter,no,46.337436428678565,34.837749580478,79.18296606664391,,20.305761330192425,145.4210355722058,7.3531316781791,54.5278102807022,0
207,urban,gas,owner,yes,50.80153561938055,,76.46126921260313,90.97534486240312,22.058080970250252,183.57648260621298,6.45227087300034,55.83020632696023,0
208,suburban,other,owner,,42.07556602888883,45.67770581848568,70.37334210461397,96.53936327699739,22.117370097443338,179.97379730422554,,59.32788485617567,0
209,,electric,owner,yes,46.482264997496266,39.52948301467933,74.58691457485078,91.40023294948219,23.672080991819684,187.4322953122979,,60.78930286969243,0
210,suburban,,,yes,47.50395945417432,51.83298793973009,73.5744500381095,88.5070248160538,20.47214924618946,142.4878490067805,,60.08600641589573,0
211,rural,electric,owner,,36.9625791539174,42.824048794892015,71.36553193707672,,23.310567744825246,204.8934055310818,,58.607544341445056,0
212,urban,electric,renter,no,44.52185232385702,42.42086800491609,,,20.961419949292175,166.58058084257036,7.681847483654938,53.43405016743655,0
213,suburban,electric,owner,,52.64295090253523,,,91.811632143555,,180.1488402751314,,53.09177596155416,0
214,suburban,electric,renter,,40.92005227449398,,,105.81652877911004,21.727951400761963,168.10254944437344,8.084406905685517,49.71770531994418,0
215,urban,gas,owner,yes,54.49643942182881,48.39853591404603,73.38143517831445,91.85540353633374,21.50839821783267,161.29020440859998,,55.39607769005546,0
216,suburban,electric,renter,yes,49.34045254967498,53.748349915564596,63.01420224927578,62.36177034673173,,166.65260035438695,,54.98313789444334,0
217,suburban,other,renter,yes,55.234263848964,,69.57805505894375,,,171.34346465541427,6.848214169372112,54.230193591310496,1
218,urban,,,,,49.486796862488916,62.29159882419289,,21.01721146792431,159.98713007022712,7.085892198225229,54.96204714325007,0
219,rural,,,,26.461729440297773,,77.2951653145524,,21.987281749832434,171.0271395999411,5.437401573818422,62.83402827974458,0
220,suburban,,owner,yes,27.599014509199463,,78.83499964409798,82.84926920692166,21.08810478502805,153.68667169138374,6.747388254999003,55.0684115783529,0
221,suburban,electric,owner,yes,46.54709191414583,42.395928821507184,76.49687240940504,,20.343606988907542,147.84137594839527,6.807084088796855,55.135853935340066,0
222,rural,gas,owner,no,41.47084595866856,49.525428292866216,,,22.056688665375017,174.164692707215,,65.19715114479243,0
223,,electric,owner,,48.47955524257676,48.660551528540225,69.64683872672178,77.7726447661601,22.333985940451928,178.2010999916494,6.764986513542367,53.17663654987929,0
224,suburban,gas,owner,yes,24.051443955033708,49.26368392426722,71.00685225758518,,21.77261263097315,165.55263524706928,,52.828132900737394,0
225,urban,gas,renter,,60.840024389679996,18.47190534427414,72.47068486276267,85.77042856640224,20.794926596084355,149.8693093856971,7.421979420206901,65.99437338962176,0
226,urban,,renter,no,53.79888739345351,,,,23.18507564566824,166.51578418209698,,56.48599425112823,0
227,urban,gas,owner,yes,46.82471120873147,46.80684103678204,69.06471250537554,,20.36070005275471,152.32919173993218,6.628976514674506,56.12189902267779,0
228,suburban,electric,renter,yes,48.75605445754429,37.7437817601318,,,21.773146511725095,179.5395863057979,,49.663098940305275,0
229,suburban,,renter,yes,40.33844708892789,,62.15928607873298,,23.09621692012618,184.1570448692228,5.598066775114747,65.61081033517927,0
230,,electric,renter,no,55.29283557925461,,75.95209652036027,96.92771288808599,22.08884931437575,159.43336911990608,7.265373593007401,47.3372497902865,0
231,rural,other,owner,yes,26.974060356013347,43.182065760646566,79.26919671461783,,22.227313942679903,175.22928255717713,,58.32358739759541,0
232,rural,gas,owner,,51.02010037285848,,73.23889806245784,84.31334347911381,19.02906321011956,123.91024794986643,7.2358833667736215,48.39138900381785,0
233,,electric,,no,45.00384375928473,58.74296409388851,69.11262003640942,94.40814597867117,20.03803695265073,156.6556328163086,8.149689822624532,49.453804363550006,0
234,,,owner,no,44.89559554763383,45.29283135180897,80.4141561828875,92.64583440395835,21.556064446539523,172.1320271580407,5.920117301211647,61.13859699752169,0
235,,electric,renter,yes,63.46405209111752,52.497218431110944,,76.67120927383571,19.163310135517772,136.50528877953488,7.5566875803206415,52.69913120627385,0
236,suburban,electric,owner,,35.37347088925905,,,,23.325772168496467,168.71232333793944,7.86435985976261,56.03420804398131,0
237,,gas,owner,yes,47.40143882154106,46.38468760837538,,90.32796079081467,22.769858328005466,166.69036535761296,7.0143420602324404,54.18133858323057,0
238,urban,,renter,yes,43.58465678482776,,60.65819048139069,83.69804150531895,23.617444921572307,175.17931336280407,7.347961806959392,52.806565044544115,0
239,suburban,gas,renter,yes,54.58710287311345,46.968681260013696,68.55658522190666,,24.13581897117276,197.4910215968342,4.806542088883393,61.498632668963154,0
240,urban,,renter,yes,62.60351654801096,,78.90391411668365,,21.247087001519688,165.7276225438549,,60.95998837585931,0
241,urban,gas,owner,yes,36.9779456827145,,,,22.137948107985217,158.55170067423282,7.737578031813191,51.90909382858817,0
242,suburban,,renter,yes,39.988118400233844,,82.72959871172242,91.47274617193841,22.927759948424985,182.7495713224499,5.890795797393824,56.99268197845121,0
243,,,owner,,48.69083801200068,,75.29095001038954,93.4135774019294,22.444352429839427,182.08449555962463,7.143073238497661,53.98569326931532,0
244,rural,electric,owner,yes,42.07936359029155,45.86401642379886,88.99717503938774,,23.180285586603965,183.98768333604409,,50.1181653209046,0
245,urban,gas,owner,yes,40.58454133141047,41.614601014973424,79.2695387963717,,18.541431190662024,124.93695890288986,6.603768566814327,57.123037452643835,0
246,urban,,owner,yes,45.9022770411414,49.87193406951363,,87.93113053446338,22.15109236740204,168.58488557463417,,55.685050109069024,0
247,rural,gas,,no,45.62686466245647,55.80168187139327,69.64470017812938,,21.026838858805196,165.51243142998254,5.606917524142931,58.55366809772294,0
248,suburban,,owner,yes,31.11552432131215,,80.21421191822705,89.48803466967622,22.225800509176477,180.27419585158057,4.4521412881375575,66.98753895456083,0
249,urban,gas,renter,yes,55.70972005305584,32.34626846038638,,102.10999428078783,17.83520322605124,125.27985506242035,6.111024540234929,59.58468707495547,0
250,urban,other,owner,no,26.261877465104565,,60.97013186722296,,22.755387862912634,177.2737581804915,,53.59719874754891,0
251,urban,gas,owner,yes,43.54208630413658,,70.96344619161982,91.21133918344837,22.960333154958057,185.06640191536292,5.40456459381572,55.71794305576171,0
252,urban,,renter,yes,57.88302152739144,,57.60225320273546,87.33176250325246,21.968272955212196,164.98416401263148,8.782769998071188,45.13758998862184,0
253,suburban,other,renter,yes,55.67764955406659,49.24296372887275,90.34891406511899,58.66504899435764,20.982706681069068,153.7914838004324,6.480904426388635,64.4863282336352,0
254,suburban,gas,owner,yes,56.853204483175546,42.61267460814042,,,,149.21634067486778,8.105087285322684,44.24376630106525,0
255,,gas,renter,yes,58.32982065707178,40.9479454348339,83.18922304013435,82.02162326575927,23.067589885220702,188.11614882121432,6.948378314418934,50.63770575862896,0
256,urban,,owner,yes,44.67754139921101,33.58308722215222,68.23701760092338,,22.379671722522147,164.4897947411657,7.137767706897665,53.13885618199981,0
257,rural,gas,owner,no,44.09169117040066,,,,22.303400612249877,180.0346869154683,5.4944994246051175,56.2359412426273,0
258,urban,electric,owner,yes,44.608036156331494,42.109484085867976,,,,155.71876307199727,7.215741568535781,55.97955014497704,0
259,urban,gas,renter,yes,56.41718013045046,53.92389735675996,74.4728152487949,89.16756010875034,19.414824953477204,147.37673390779432,6.405025040900509,54.690609167511944,0
260,,gas,renter,,45.02937669790199,,64.47063428097329,,21.312918252918053,151.50332449291312,6.282735325130396,53.57493158952491,0
261,rural,gas,renter,,45.74693306787901,50.147970561512004,68.59195825687951,88.82679914486569,21.23626058241141,168.0633948578645,6.780863682681911,54.4729739523482,0
262,suburban,electric,,yes,58.248794224970325,46.81402893499762,73.83253221281153,79.37456999045938,19.77251870422889,154.71346750294586,,48.88976931914424,0
263,suburban,gas,owner,yes,33.045091643321484,,71.63854411815304,87.94907512003745,,164.71911837714407,6.545809125949408,50.585800466332174,0
264,suburban,electric,,,44.37107384064463,53.800315017376064,77.79776684000619,,19.059944122377356,143.72061515165785,8.029479308388135,51.66636144514468,0
265,rural,electric,renter,yes,50.104938652890176,73.70125536405276,,65.63126879008031,23.16734001730941,180.36678704058056,5.854983454227302,57.343426387597304,0
266,,,,yes,49.2332768055191,,80.51660557858835,,21.68128374948661,186.02029416887518,,53.59398140068603,0
267,urban,other,renter,yes,54.363772142291886,42.05202181940028,74.15601500098964,,20.698188255286624,158.82979703931366,7.744505835705549,47.4485238789906,0
268,suburban,,owner,,39.259483637346534,43.845859774477645,74.56132066809991,80.88256292908189,19.21745379902783,144.72241683990026,7.958742953071617,55.63686181512052,1
269,,,renter,yes,43.87787885272086,59.618431820532344,81.25264268239872,,20.20866328145243,160.4640080838401,,56.98902737270016,0
270,suburban,,renter,yes,43.32883851673244,,77.48706611008416,101.75287876900745,21.154754675969606,165.10142319056612,7.7987144996761675,50.58496454443925,0
271,rural,,renter,yes,43.32232756982194,36.74090364718914,85.52143039414851,80.23233730801387,21.34583311591092,164.6674139679377,6.449143480407045,62.66136744958851,0
272,suburban,gas,owner,no,29.84829407204011,,63.56715962776239,,22.109176782047324,177.0982045168895,8.484223808077084,45.26796148362258,0
273,urban,gas,owner,,49.43564874636132,,66.38880669994224,,23.0479322203463,185.45943794468891,6.247098592366227,58.57172821253495,0
274,urban,gas,owner,no,38.83437331571171,41.37900383951097,72.10247063869475,104.73245294142725,21.535718894590335,168.21973160093245,7.541378427267225,55.11566534513453,0
275,rural,other,,,40.00858914546118,47.22322996902494,74.80892799065974,,21.503621524568246,169.2174474592006,8.09306689007469,52.30675529549499,0
276,rural,,renter,no,48.02229776166431,38.21068850067661,,,22.44399716118346,173.4608245907837,6.937643634347863,59.62380826442429,0
277,urban,gas,owner,,37.348876644729785,36.682024964393364,,,20.525104446117812,164.53292278279866,6.6396646872919955,55.21477524411103,0
278,urban,,owner,,49.596360913471656,38.93075302454099,66.22585922600167,,21.353567040583844,159.4771454751165,7.336126049882269,60.97247971311315,0
279,suburban,gas,,yes,44.510009905201386,,75.61843174440276,92.71086442295278,21.571470719507648,148.86503206512762,,49.0416195092326,0
280,urban,gas,renter,yes,62.01611786176704,46.3380417637759,77.93655703382723,85.72056406038219,19.527880534698227,148.5078036927625,7.417854828047811,54.49996806352504,0
281,urban,,owner,yes,47.602828426568486,45.55225615420747,67.74493634129708,,21.163322585370313,149.02020720771927,6.5368643066692655,59.2715773371278,0
282,suburban,other,renter,no,49.4339907258152,,72.74880730511347,86.47650708679772,21.36020111109001,160.95775406336884,7.101410369256633,51.7642360731893,0
283,urban,,owner,yes,52.804633419187134,39.4780071772269,68.97835235700747,,21.079070324559748,155.78630965622523,,51.079528564675506,0
284,suburban,electric,owner,yes,39.11754823345234,51.278112089074575,75.76636277425123,74.00831271472356,21.36671576010462,166.71155432533672,,55.489137391533035,0
285,suburban,electric,renter,yes,45.01837645604525,34.71799559704931,68.42301417237825,77.99576256619527,22.349279359258425,171.84442627717675,6.952533368937521,56.57903221294264,0
286,suburban,,owner,no,56.79959035689778,,,86.21226196769364,22.11398471085286,161.19293404115143,7.013974937191695,53.210210154548584,0
287,urban,gas,renter,yes,53.81585373029303,32.43015274431206,,,21.606547634381506,163.6418632811587,7.12911830777673,53.64597176239831,0
288,,,renter,,53.021906532660346,82.9140163711506,72.59907224792218,103.64619321864758,22.879057033044297,195.59255240813988,7.766033690419373,56.53230916314014,0
289,suburban,,owner,yes,,50.30309741508316,82.88828107642637,77.99893516126784,20.844124829623162,164.54805332685748,,61.42009649197643,0
290,suburban,gas,,,54.513633268559566,,71.6565529292942,,23.8833578495699,184.7107265400313,,54.419373157962646,0
291,urban,gas,owner,yes,51.549965134528314,,71.8556142490063,,19.676285390692357,145.29248633604834,,67.54959293707064,0
292,suburban,electric,owner,,34.674426821803294,46.77025823375493,74.21448329053266,77.47257743945315,20.548456884205674,157.92331536097612,6.7543101384396245,62.18501320329812,0
293,rural,,owner,no,44.24147162715996,,76.30191141905772,74.5411493003397,22.79742741765697,177.89168968502915,7.836532148449107,55.057708922169105,0
294,urban,,owner,yes,43.67304058139188,43.11599002490598,59.79536074869893,,23.34351810929869,179.72779319325386,5.875909358607039,56.46167613124895,0
295,suburban,gas,owner,no,53.607244348337105,37.067769747563304,81.91639857410397,,,188.4017196138555,6.346859648794352,61.72730989350719,0
296,rural,electric,renter,yes,57.88899093468542,46.56182051498607,91.94954323159106,54.30730889142991,23.221800081953553,172.59244645842497,5.497591883985246,61.226606605529504,0
297,,electric,owner,yes,29.676767293424916,,80.25579509748604,88.70771668243523,21.506479476333208,148.3213759438144,7.6523377165456665,54.64024162484093,0
298,,,renter,yes,55.53379975986249,46.81598057896306,65.23704092429298,74.03191340467795,20.735782520850535,158.2575634623648,7.147918394898621,55.15880323193087,0
299,rural,gas,renter,yes,49.601202056292784,72.09884882053214,70.71695338831827,,21.4850779968354,168.56601221619707,7.752973147313433,51.547625068422974,0
300,urban,,renter,yes,50.69421867985863,44.81688975947618,68.31884497416743,91.57468023501637,21.596213103443514,172.8670065871621,7.379425141949202,57.56173424422779,0
301,suburban,gas,owner,yes,43.26248868798601,39.941511447877154,82.0106879177995,95.92455140553652,22.609916316383124,182.64517556575487,,54.77770318367701,0
302,suburban,gas,renter,,54.2032006613074,,69.60702647784952,,21.3042131038282,165.45039994573017,6.794207183203686,59.29018149212753,0
303,rural,gas,,,55.00780939017848,,,,22.49479979678315,200.0151675085025,,54.28086013104049,0
304,,other,owner,yes,47.821728239720585,53.63516281220943,79.51656801935898,85.70288770449663,,152.6661235269755,,49.73840426659728,1
305,urban,,owner,yes,51.31393716524556,39.74715669726939,72.46495203730973,,25.460950805502367,201.73260153090908,6.371612183071115,54.45594839090329,0
306,suburban,gas,owner,yes,46.98752040362513,44.99674750184453,74.25081072625161,86.36329608922668,22.64333486371791,177.13295175002827,7.836584676894878,53.75043841823608,0
307,rural,gas,owner,,40.832335874989745,35.051738389529575,73.01386319737357,,20.20517198365572,163.25725400887484,9.47552796632666,46.98614981750915,0
308,,electric,renter,yes,43.20790824107873,40.909970199908905,52.4423975561742,,,186.0028304513859,7.040837594882038,56.21116790491438,0
309,,gas,owner,no,48.66844399568568,,66.32028150595308,,22.619106497360637,173.82700319829343,7.846193889191482,46.73700372700549,0
310,urban,,owner,yes,45.278873006075244,48.69848974595695,83.39928753948088,,20.398795259004284,155.04246168601225,7.649418280910589,53.56993376934982,0
311,urban,gas,renter,no,51.929200045314246,,,85.65035721675892,23.53666831257297,196.77851629797027,8.085595448769594,50.30753409692512,0
312,,other,owner,no,39.50453262493799,41.79837844433895,74.75378950166773,,20.85680559110689,177.23004339704661,8.658698781942796,49.73414807896712,0
313,,gas,owner,yes,44.39844523386448,,,89.00815623024744,21.417410658990068,157.92913015792814,,55.35309879261845,0
314,rural,gas,owner,,31.924677852432445,49.54459373897527,80.30016554141004,92.28808678454898,21.728915539029618,158.99205278564165,6.256896295400876,53.76776721774177,0
315,suburban,electric,renter,,45.09119980071846,41.19628319155463,,,21.367958938386618,169.46520337192462,9.519543820959367,43.2510384321878,0
316,suburban,,renter,yes,51.70862431292412,40.34698021712234,72.5932195013465,,23.982843218919648,193.9087394999051,,59.00944517748663,0
317,rural,,renter,,55.999617196037654,,67.15127061912807,78.9227005191312,21.57421103663983,177.92055947290174,6.996843461797024,52.28097708310256,0
318,suburban,gas,owner,yes,56.17390226289906,46.77384309469683,82.84800855731133,,,158.50174165424835,6.575479597556668,57.59063205247608,0
319,rural,gas,owner,yes,57.249615926236956,,80.2023348195789,83.35657780700318,22.133718483384627,157.8297037367359,6.993105440128484,59.04102962754089,0
320,suburban,,renter,yes,48.654076766594066,57.70263381190679,83.10792521742782,118.67441009962141,,160.3876801140217,5.040750876765992,63.92516418468489,0
