employee_id,office,department,productivity_equal,productivity_unequal,engagement_equal,engagement_unequal,desk_temp,energy_usage,steps_per_day,resting_hr,critical_incident
193,onsite,engineering,74.66377482297067,65.52013151147818,80.81082836273525,81.30904308766999,21.620734346854142,180.29424933488434,7850.717821172563,71.58110619648366,0
194,remote,support,74.35249240117598,96.37531483456839,,,21.274004550644836,182.14281813575386,8379.516267676147,69.83303589512519,0
195,onsite,sales,81.94468724036912,82.33913823411612,70.20505338522733,67.04714343373237,24.07377015579177,193.58777345105614,8164.320582717637,66.44275451225597,0
196,onsite,support,73.60360380202852,66.21228446788936,,65.21823408948521,23.53039030162431,197.22692326347578,6437.190437843787,75.99113902131616,0
197,remote,engineering,78.32625843568091,69.3061785459651,72.3679306451818,79.37507512628527,24.60491388113457,193.51499734299765,7372.053373944494,65.12602047290751,0
198,onsite,engineering,76.64739366421477,78.92711874137761,84.39272941380818,69.38839544909894,23.672457440835135,193.41337407265883,8528.403666476986,65.17241772744742,0
199,onsite,support,80.90423467903882,74.36226796737706,,99.53078726392175,21.797153375137558,166.468192875909,9227.4099063139,67.74290482518943,0
200,onsite,engineering,69.84718351978837,78.08640625515665,,,22.311943001214704,190.28045969312004,6900.376575308607,62.31734542884275,0
201,onsite,support,72.5826157953825,82.22259583285172,90.12813605453962,99.88810172767631,22.633205350000036,190.41089926837734,9046.413165893051,65.47905233189834,0
202,onsite,engineering,57.71882679237348,72.60982668544307,77.90031500529096,66.41403678922642,23.81686429239347,197.31346672499626,7654.31301569051,65.14114715215842,0
203,remote,sales,75.72071359244319,78.39982178539269,70.91096544331386,,21.612828855977593,176.14704065507098,8377.547608070798,68.85942225085914,0
204,onsite,engineering,68.28499840724524,,75.13061160947956,73.47320563125339,20.96784581446172,177.1711312040137,7076.958716657033,68.21975041316232,0
205,remote,support,72.73355195387742,63.34172698841893,66.73042388855812,78.03945656323185,20.951374290002672,176.8110706433629,8765.877046265576,65.41319620942882,0
206,remote,engineering,80.52882088399471,,78.95291619715003,54.5151954386,21.54607457048322,179.0370760130449,8528.206335752338,63.825480973493924,0
207,remote,engineering,76.90344639617923,115.91265922611477,70.5558280391266,69.80927831535348,21.658176199246792,172.22455089271688,10269.176477794717,57.533736304256955,0
208,onsite,engineering,58.031387371989325,,,70.89615631848353,22.046213532577234,188.05992749438894,10768.563034923754,65.30826681851319,1
209,remote,engineering,86.68495736199765,70.31143777720632,73.51503414359688,,20.867312562066008,168.2924250392766,6544.42411400058,75.87962591805245,0
210,onsite,support,78.72685144978747,73.72685907018017,87.50064305939681,73.23857427639527,21.03814909611874,161.0456768856912,6808.652542683606,61.91888298805065,0
211,remote,engineering,82.919877955652,87.14304588275077,70.10481713842744,75.55873713070501,22.736809011589003,184.44354885743934,4863.126406958953,73.34081571761317,0
212,remote,support,82.03025186592633,85.27970545664208,73.85167768010994,91.57176141530317,22.806331426089056,189.7961266407594,9207.275488732126,67.4615129786586,0
213,onsite,engineering,85.17606845975882,72.55410201163488,70.88843013615087,70.93138089792689,21.434474034148515,176.27062877227667,8664.118841175892,66.47302539499208,0
214,remote,sales,81.69316321349653,100.35519594025939,67.44887997110784,67.3658614347288,21.804320217185577,189.4641834880099,9849.035741413416,66.4002529825925,0
215,onsite,support,69.78365052040301,68.4644271671241,86.71857280811909,73.32937688351984,23.078581129979025,193.85560770989395,4316.843252971139,72.90227995151133,0
216,onsite,engineering,71.07716257915521,74.92977628193641,76.99910264558773,83.70853044644984,21.343500425671323,179.0532244469506,8205.953623092244,68.7650281397085,0
217,onsite,support,57.44035896249487,75.8376340664649,92.03869429311936,68.69598948588806,21.200232979832773,186.94100690478126,7472.784141501177,68.07085742605172,0
218,remote,engineering,74.4538037377718,91.20921294129147,81.33576748181919,87.24467554623693,22.88839332840498,189.17670034653926,8917.578154164541,69.28176263509104,0
219,remote,engineering,84.21361036101212,109.27522556079337,77.37202116699974,76.54500508386757,21.72204701666862,181.55240634894713,8474.245869578843,66.76020590098835,0
220,remote,engineering,96.8331182126833,62.27149029169114,66.19850641906821,76.77060001859356,21.515904567721613,177.47123848707662,9760.174832585399,69.82557693977452,0
221,remote,sales,72.19545626828396,,59.92712512168889,,20.477014747273213,166.49968273967573,5890.935429712654,72.78724818264023,0
222,onsite,sales,78.56879192548936,69.8865187509718,,63.615338174086524,22.535688484547478,192.32496617496017,7724.880371314388,64.00016145973483,0
223,onsite,support,70.00968850690516,80.97345582483777,,91.71952320950362,21.52394897630523,172.10621208273324,7759.55874541271,68.35038703697361,0
224,onsite,support,70.39935853480397,80.76849780337626,74.64315423036228,,22.740169285090833,189.26862748570545,9383.14572252917,64.13397994210273,0
225,onsite,sales,75.7831601150992,75.34448722717869,66.55646317253748,66.80938446498361,19.838128862198992,161.53162933639632,7886.567530076475,65.33961069160154,0
226,remote,sales,80.77783990699197,55.676274272453405,68.40019150835697,73.88744738879643,21.22264133421271,181.008737816479,9963.795004038717,58.845082377387484,0
227,onsite,sales,70.41620293612101,71.94107650273465,82.09502752231916,,22.82293134479153,184.91427569773597,8159.94280233829,68.84437799635981,0
228,remote,sales,91.61025162710563,64.2970028015593,67.32058316754852,68.59883307587296,21.51650856720067,175.0180793104049,8347.835119266563,66.44235220687116,0
229,onsite,support,78.15035863507845,77.84149225977768,77.2146351302779,64.71434265898574,20.80158777275642,173.69232473227999,9220.098631734483,69.10310621757877,0
230,onsite,engineering,76.00960897480546,76.79747360390934,75.13989761152003,67.48911555078716,22.716706680721177,187.4500195904771,7434.752376008453,67.14775008468153,0
231,remote,engineering,92.42513629289496,68.3442495605267,82.25577420368656,,21.597104223214373,180.4416058544841,8697.280253078705,60.595203202026205,0
232,onsite,engineering,74.6638018309477,,77.11749950686036,77.58062122187987,21.72954603260161,183.8275582190887,7331.9894689539315,63.608770254588066,0
233,onsite,sales,82.1280247043575,69.2816587566782,65.60071598480485,66.32329136656917,19.886470086618466,170.11408483802293,7658.414727436239,68.90820605228129,0
234,remote,engineering,85.5472135710329,47.88962695745001,74.84579594158072,93.8677558635611,22.882483217191062,193.8037060053023,5243.076517490863,69.97645475626751,0
235,onsite,support,75.23096729035606,72.4698851180312,67.33600376374932,71.3790908712561,21.023958435821797,179.37415207859814,8255.701756910308,62.361635516927095,0
236,onsite,support,64.129305982186,76.52742826168694,67.06222898262885,88.82877443916587,20.42706669616939,172.8686300567017,7507.14379086876,69.46104042878133,0
237,remote,engineering,96.49593412459328,51.571458398670075,72.840831576527,,20.162460912687976,170.2481102732275,9293.240198120437,61.767919987224985,0
238,remote,engineering,78.3160939819961,,,,21.300295983288255,170.3057044275023,10490.651712115667,63.01349845542408,0
239,remote,sales,74.30127466167946,75.31111354808941,74.40532115385298,63.62332274099714,23.080671415677074,198.4866549651879,8304.913608368912,70.37643806086274,0
240,onsite,support,84.32682407516319,69.27937046207569,84.37852912577057,56.02425313166417,21.09075803840804,182.91355604385453,8835.045218690007,67.22746248272821,0
